#
# Grumm/Dinnerbone textures
#
#ZOMBIE_VILLAGER|LIBRARIAN|GRUMM: 6f3af31cea3ce4d9dc744a594396263d025cd7a0e9d569afc7ac4490df78e39
#ZOMBIE_VILLAGER|NITWIT|GRUMM: ZOMBIE_VILLAGER|GRUMM
#ZOMBIE_VILLAGER|NORMAL|GRUMM: df59d9e94a549852298216b6e389427798e7f6c7a639ce6b99bc7310bf977a70
#ZOMBIE_VILLAGER|PRIEST|GRUMM: 24d89c2a0eec61f2c6cd2b5243cb056f2d34697399c3dfae7c8d295f3664dede

ZOMBIE_VILLAGER|ARMORER|GRUMM: 66ca04e518b0602af7a8d27b9f2405d824ca073adafb7001e80788f7df26107f
ZOMBIE_VILLAGER|BUTCHER|GRUMM: 6eec76566aaadcd06da9adb349574d63bdd49a998f216769c7155e10077ea216
ZOMBIE_VILLAGER|CARTOGRAPHER|GRUMM: 63338bd62fd957a22b6f65522f910dcf08b55e0b49408d3c7dcd3b687a25e7bd
ZOMBIE_VILLAGER|CLERIC|GRUMM: 2592c654fda1a59f810d33c1d0ed94dbfdc438f811020064ce10ee614b57ec7d
ZOMBIE_VILLAGER|FARMER|GRUMM: 7afc0de881fa81bd119248ab443d9c17f9eb36fcf8f24bd794e0507428e74d34
ZOMBIE_VILLAGER|FISHERMAN|GRUMM: 16adb477ee7156277a2c3f6daaa86d2da46459b6f0baf994f8a47e0bee923d86
ZOMBIE_VILLAGER|FLETCHER|GRUMM: 1d5c4c129edc20547d7c0f83e691ed13fd754e2229738c91c61d01da4131cc46
ZOMBIE_VILLAGER|LEATHERWORKER|GRUMM: ZOMBIE_VILLAGER|NONE|GRUMM
ZOMBIE_VILLAGER|LIBRARIAN|GRUMM: 6fa7e78fe71c6da6634f7c0befe4673dc3f68a0109f48042ac4411e8a0fb3a52
ZOMBIE_VILLAGER|MASON|GRUMM: ZOMBIE_VILLAGER|NONE|GRUMM
ZOMBIE_VILLAGER|NITWIT|GRUMM: ZOMBIE_VILLAGER|NONE|GRUMM
ZOMBIE_VILLAGER|NONE|GRUMM: ebfca52b7671c7928dce1c9e5ab9be2749633ffb993726119779eb110075c323
ZOMBIE_VILLAGER|SHEPHERD|GRUMM: 1621bc6ff2340ce502e365d237ef66577eb7e401189f59449b0e35f8d3dd8682
ZOMBIE_VILLAGER|TOOLSMITH|GRUMM: ZOMBIE_VILLAGER|NONE|GRUMM
ZOMBIE_VILLAGER|WEAPONSMITH|GRUMM: fedbffae9830c8d0686a5dda6740891dddf4f02e03a8d0502f546eb453bef383

ZOMBIE_VILLAGER|DESERT|GRUMM: ZOMBIE_VILLAGER|NONE|DESERT|GRUMM
ZOMBIE_VILLAGER|JUNGLE|GRUMM: ZOMBIE_VILLAGER|NONE|JUNGLE|GRUMM
ZOMBIE_VILLAGER|PLAINS|GRUMM: ZOMBIE_VILLAGER|NONE|PLAINS|GRUMM
ZOMBIE_VILLAGER|SAVANNA|GRUMM: ZOMBIE_VILLAGER|NONE|SAVANNA|GRUMM
ZOMBIE_VILLAGER|SNOW|GRUMM: ZOMBIE_VILLAGER|NONE|SNOW|GRUMM
ZOMBIE_VILLAGER|SWAMP|GRUMM: ZOMBIE_VILLAGER|NONE|SWAMP|GRUMM
ZOMBIE_VILLAGER|TAIGA|GRUMM: ZOMBIE_VILLAGER|NONE|TAIGA|GRUMM

ZOMBIE_VILLAGER|ARMORER|DESERT|GRUMM: 600b9b90af9a4295e9a2c98ea565d19d73ecf187a95e8b563e0bdd9d3f462625
ZOMBIE_VILLAGER|BUTCHER|DESERT|GRUMM: e9107877d0e1c3fb09e6420bf3f7b6f4e8d57f6598d31a269c0dc49ffecdd63f
ZOMBIE_VILLAGER|CARTOGRAPHER|DESERT|GRUMM: 7d251049d959487d0cfc9aa3c550ba1b44cceeb3858dd9dfd0cc534bc3638707
ZOMBIE_VILLAGER|CLERIC|DESERT|GRUMM: 2958804b2cd5edc5ab1c1c48f1b720d0cb8df2398093c10d42f143d5b8330ed9
ZOMBIE_VILLAGER|FARMER|DESERT|GRUMM: 189ce073898fadc51431288ee1ea582a441428cc18516fd292d34734764d459d
ZOMBIE_VILLAGER|FISHERMAN|DESERT|GRUMM: 233f8993967bfeb541d6d5e2d5c94698d01b938db92a15ecd5a7d51a088b7d89
ZOMBIE_VILLAGER|FLETCHER|DESERT|GRUMM: 6a448337a4d5e56f390e749676e184db21a50d7e8c103df78e65ba54ca5d29f2
ZOMBIE_VILLAGER|LEATHERWORKER|DESERT|GRUMM: aeba01d83fd06d10f1177fff6445d30098319243ce9cbd3323f7f34f49f7f7f4
ZOMBIE_VILLAGER|LIBRARIAN|DESERT|GRUMM: 27d16f88b0fd02d7db44ee3c1bf447c132e37d62f322ab547f9ed14105e991b3
ZOMBIE_VILLAGER|MASON|DESERT|GRUMM: 7d82043901d8cdd825f2c0a2bb8e99e01b17375236cc0c1d7b5f139898773762
ZOMBIE_VILLAGER|NITWIT|DESERT|GRUMM: ZOMBIE_VILLAGER|NONE|DESERT|GRUMM
ZOMBIE_VILLAGER|NONE|DESERT|GRUMM: af2d971105fba16119dd13fc30aa4ecaae0bcb815b7ad4be6971ac43faabb475
ZOMBIE_VILLAGER|SHEPHERD|DESERT|GRUMM: ef8d06c89a603ee024aa7d290d802c73368174077037bb594fc7260473f7dd80
ZOMBIE_VILLAGER|TOOLSMITH|DESERT|GRUMM: f3effa42c09b422efc8ff51d68a04b34aa45099846035b184ba66046b0ccd870
ZOMBIE_VILLAGER|WEAPONSMITH|DESERT|GRUMM: bc0cc29fb4304ad9bf66c9fa402c2c4e116c301069691e9cd6048405e26c4631

ZOMBIE_VILLAGER|ARMORER|JUNGLE|GRUMM: 6a996b241e33c220b957871fd6da8f95934a8d96c18186a3711f09c4c802d499
ZOMBIE_VILLAGER|BUTCHER|JUNGLE|GRUMM: a0ed437d470385272240b52ac0a0b8885c23bd11f2351e47d6c55cf3e9aa37fd
ZOMBIE_VILLAGER|CARTOGRAPHER|JUNGLE|GRUMM: c2229e8e7936fda9fd3305c02bce6355a7cb280d2b0b6e89b9136996c4814b37
ZOMBIE_VILLAGER|CLERIC|JUNGLE|GRUMM: 1f73addba1c6dec7803e84f9dff49ace1ad6e8712bb538339a700431fe9691ea
ZOMBIE_VILLAGER|FARMER|JUNGLE|GRUMM: 253ba2f226179b471909754ffa10cdc252b3061fe8bc8c4febd2835a8cba184d
ZOMBIE_VILLAGER|FISHERMAN|JUNGLE|GRUMM: ec2ead4858be36abd7711043c21f01a150087b246acafa3cc2bce618bd886c87
ZOMBIE_VILLAGER|FLETCHER|JUNGLE|GRUMM: ba161b520654295dea353b3145676ba89d29e0e4bfda80d94e90ce72130abd15
ZOMBIE_VILLAGER|LEATHERWORKER|JUNGLE|GRUMM: 173d565784adff11f14d3ed272aaee5b7466ea980f46e8bdc973886e8048f6b1
ZOMBIE_VILLAGER|LIBRARIAN|JUNGLE|GRUMM: ff2294105ed9744ae541b90f59f0be128ff08e99aae9b45536b1bbdee14db9e6
ZOMBIE_VILLAGER|MASON|JUNGLE|GRUMM: bbe62fd40be7bcf67bdb0196835f1846003390513b25ec622c0fe4ae545d00fb
ZOMBIE_VILLAGER|NITWIT|JUNGLE|GRUMM: 120b7d429f654702e64eb6d13eec2301242f43c7710ff1a822a58f2ec2837bf2
ZOMBIE_VILLAGER|NONE|JUNGLE|GRUMM: afcce949addd8ed576c8066147074238958a232b930abfe623478e323c30cc29
ZOMBIE_VILLAGER|SHEPHERD|JUNGLE|GRUMM: 8024eb26880a9f5d68011d9ba35b1942670900b69de89d7311bb4cf70efa740e
ZOMBIE_VILLAGER|TOOLSMITH|JUNGLE|GRUMM: 24c241544a45ef8ae127bcdc50785efde1360b7b39386e9d4feb88396fb1d198
ZOMBIE_VILLAGER|WEAPONSMITH|JUNGLE|GRUMM: cfc4948a5c01c0735d2fad71410912120ea596ff43f26766ae8440e46023b006

ZOMBIE_VILLAGER|ARMORER|PLAINS|GRUMM: 387c76d7e20b0b8729316886868dcdc149def4b2d157dcbad2d9c8c37ac61a3a
ZOMBIE_VILLAGER|BUTCHER|PLAINS|GRUMM: f99681acd78f650346a92a38fe50b308760eb78d0bf2e46d8a23c023e19e6f4c
ZOMBIE_VILLAGER|CARTOGRAPHER|PLAINS|GRUMM: eefae0ee453ccd3703bd8fb2da628b921c6dcfd8a499669d8287dd4af178e5c8
ZOMBIE_VILLAGER|CLERIC|PLAINS|GRUMM: 11d883aab24cdd483b25a7eb52c77b2926b73f69b5362eee5874f607dc7916fe
ZOMBIE_VILLAGER|FARMER|PLAINS|GRUMM: 8378a3c9b88f1f51345c664ca7701aabd7a8acd5491b67273e78adce9ab4cbce
ZOMBIE_VILLAGER|FISHERMAN|PLAINS|GRUMM: 4450380536c2279f8c34fc95dd33f1845b7a841dcce8c9ba5242515f91f7fc4d
ZOMBIE_VILLAGER|FLETCHER|PLAINS|GRUMM: cc9e84b7e8c6c80c8755f0c8865e2f1f98724fba280c8ad07246ccd5ed5a2da7
ZOMBIE_VILLAGER|LEATHERWORKER|PLAINS|GRUMM: bad388e3ede724b48c84b5c5971500d41d29f39926cb27025b9b0a5382889d9b
ZOMBIE_VILLAGER|LIBRARIAN|PLAINS|GRUMM: 8f706859a7fe063abbee6c83dda2cf9da581e3902a3ad47b49eb055e7c35c10
ZOMBIE_VILLAGER|MASON|PLAINS|GRUMM: 329e281b80e7e161fce77a7a8f11665f1adf40854c13c33b632ee209489a940f
ZOMBIE_VILLAGER|NITWIT|PLAINS|GRUMM: 97325908b6cbbc84cfc2f1e53268c20eeec633b7c75ddc246a4d6fe6efa2c99c
ZOMBIE_VILLAGER|NONE|PLAINS|GRUMM: 2115c24ef501263b4b57fd582a1ee851ec289742d75d7e46052e1e37b3bf4047
ZOMBIE_VILLAGER|SHEPHERD|PLAINS|GRUMM: 9498c2ef80831ce3d2558ecd0a1f9cce634063de2af1e4f5f6c947e160635bcd
ZOMBIE_VILLAGER|TOOLSMITH|PLAINS|GRUMM: b59ba840367ca7d90dd7fed42649eaabe94d0c24f532b06342889237eb978a3d
ZOMBIE_VILLAGER|WEAPONSMITH|PLAINS|GRUMM: 1dba457d268f75822717f6fe683a7adee3b57f03a92e86eca43f07015f1a8078

ZOMBIE_VILLAGER|ARMORER|SAVANNA|GRUMM: 46f3040090fc3a58c65a49e0e51fb045e455f1e2bcb499a6035303d368063825
ZOMBIE_VILLAGER|BUTCHER|SAVANNA|GRUMM: cf25b5db71452eeea82d99602c5f5872e79014f6832613aaf5a8b754fabbfcba
ZOMBIE_VILLAGER|CARTOGRAPHER|SAVANNA|GRUMM: a8432681cb1260ef4d8c8c6f2c34906f02f83a44ef66615dcfd5c8603dcf893a
ZOMBIE_VILLAGER|CLERIC|SAVANNA|GRUMM: c485ccdc88d02659a8538e7b10058c974043132cb9d507484fd65dba176aa623
ZOMBIE_VILLAGER|FARMER|SAVANNA|GRUMM: 6e1c5d74d9300119f6c509531e7e133a532c0e53305ae1daecdf254b4678e770
ZOMBIE_VILLAGER|FISHERMAN|SAVANNA|GRUMM: e64aaccff692a7519978073e8b0f7bc5b742cbb9e3d03f253dc8b36c9a56c2e0
ZOMBIE_VILLAGER|FLETCHER|SAVANNA|GRUMM: 463f16d8297c2faf3762ad8cac785d3ed7069d58684cefb96ec4259ab2c3ad62
ZOMBIE_VILLAGER|LEATHERWORKER|SAVANNA|GRUMM: 43f1237da6427b9be9c82ec3d3f54aa68c4716b223021a0784abfdfd5983acf7
ZOMBIE_VILLAGER|LIBRARIAN|SAVANNA|GRUMM: 429a906fb3bbf20faa0221db56ff8a051ab80570b46e11e64bbbff6ed6426543
ZOMBIE_VILLAGER|MASON|SAVANNA|GRUMM: 3318298199fb6af776074a146988d6378b8d569a033531d24329b29461f43165
ZOMBIE_VILLAGER|NITWIT|SAVANNA|GRUMM: 76137b2ecaa6be883fe6c15df795bf0c027b43721aae900a4532b9cb986561ee
ZOMBIE_VILLAGER|NONE|SAVANNA|GRUMM: 7c6fa76f13713881b4d1bd4b48718f1e055ec8a8bfec95395f5887caf1181031
ZOMBIE_VILLAGER|SHEPHERD|SAVANNA|GRUMM: 72c0e875094017aa8562df7cd59dd797002520f740afa6ac3b22ef4537d8911a
ZOMBIE_VILLAGER|TOOLSMITH|SAVANNA|GRUMM: 3f6a395353edaccbaad3ac17076512ba2d88d80520353cf2bc30d6bfb8499e5a
ZOMBIE_VILLAGER|WEAPONSMITH|SAVANNA|GRUMM: 84c9b7f3b9990dad5f26209ff486d16f12b027f0630591681045e9efe9ee7b8e

ZOMBIE_VILLAGER|ARMORER|SNOW|GRUMM: 61fa5c942f76160635831ea8021f593c6ebd384bc20e5cec3e12626209c63070
ZOMBIE_VILLAGER|BUTCHER|SNOW|GRUMM: f7fd9808f65d6cad09251481abb7ca11a4bd363eb8e5f39f44949ff9ddd5b36
ZOMBIE_VILLAGER|CARTOGRAPHER|SNOW|GRUMM: 709bda53c422e099170b5019d9dedd5d4e95df52bbed37893c3dadf837397d8c
ZOMBIE_VILLAGER|CLERIC|SNOW|GRUMM: fdb46021007cc11bbec2454b2ed3ff75b33193478fbdcc0d728f599ab55f0acb
ZOMBIE_VILLAGER|FARMER|SNOW|GRUMM: 2aa881e91096874ae0524495ca92aa60da4378326078543ae65e0bccdf627908
ZOMBIE_VILLAGER|FISHERMAN|SNOW|GRUMM: 88c124d5b21350610305336ad2003561ab39dd8e3050a62e4687169a66814f77
ZOMBIE_VILLAGER|FLETCHER|SNOW|GRUMM: 6e9cd0718ac6cefa4e7dd0b630b96332dae113c45344329671421b026bc6669e
ZOMBIE_VILLAGER|LEATHERWORKER|SNOW|GRUMM: 1c1e6a3b5e81792bd37b085ed79dd1ebc1584470288dab0ebf288bc1c6d78f81
ZOMBIE_VILLAGER|LIBRARIAN|SNOW|GRUMM: 6e461a5f2b0b56752914dc5773bad441931944164cea175fb28ed20cd73dc037
ZOMBIE_VILLAGER|MASON|SNOW|GRUMM: 3cd456b2e319e1b5eaf2ef791dfdce17df257bcc7bb69f95347c9d0a41ca0f45
ZOMBIE_VILLAGER|NITWIT|SNOW|GRUMM: 3da50c3ed1c8951134a61c302687503df1aa0d816ffb76e048909034036e9585
ZOMBIE_VILLAGER|NONE|SNOW|GRUMM: f7e5356a33bc49dda5e1a738e7e32b58ec70f75802a552f48a3f9f0f2c4a4c65
ZOMBIE_VILLAGER|SHEPHERD|SNOW|GRUMM: 8246e3f3675c4024795cf731db738081731408f1b682a2968f54ee5bfa17f519
ZOMBIE_VILLAGER|TOOLSMITH|SNOW|GRUMM: 325477419648d6b38b37b819b7e02b396c96da7bd117ead353fc9991d6b584de
ZOMBIE_VILLAGER|WEAPONSMITH|SNOW|GRUMM: 729892d0d7d3d9d47190b12b0c95a02cb15bbf8f3a1fb378bd2f795ca3a14d3b

ZOMBIE_VILLAGER|ARMORER|SWAMP|GRUMM: 355205da513e415326514d0688a42e24d200253cfc7f64dff16d9cabd34d3728
ZOMBIE_VILLAGER|BUTCHER|SWAMP|GRUMM: 8220bd3b48096033aca58ef4605683a9fbb23a5bf2617b9a34034b1ae090e684
ZOMBIE_VILLAGER|CARTOGRAPHER|SWAMP|GRUMM: ac35f74ddb097202fd4c1d2e64c07fb925803fc31f6cc05e7fe638eab42f93fe
ZOMBIE_VILLAGER|CLERIC|SWAMP|GRUMM: 181700dabd22e9514cbfef93a20fc9963dd5bf1525c8b82b61dae0c76de5a272
ZOMBIE_VILLAGER|FARMER|SWAMP|GRUMM: 77bb0359530711d2a6456af7ec0898028b89ebb4a75195ae820f0f6b09a51e9c
ZOMBIE_VILLAGER|FISHERMAN|SWAMP|GRUMM: dd80e489cc3117328d5fb2ec4b31e1ba2ac7df96dafcd464f4f914a8baf65468
ZOMBIE_VILLAGER|FLETCHER|SWAMP|GRUMM: 8fe159a7d8f3619c5b966c69e6f0a6fc88dbb77f137ae38ffc4c9d3fa580d410
ZOMBIE_VILLAGER|LEATHERWORKER|SWAMP|GRUMM: 85235173b9dcac456aad2094db1458a341ce302ff2f45c0e541d1ea25eb7beb1
ZOMBIE_VILLAGER|LIBRARIAN|SWAMP|GRUMM: 686d752ac140ae0936b072c2f3b4e24d266f96bd36a94fda7cd540d647811252
ZOMBIE_VILLAGER|MASON|SWAMP|GRUMM: cc4dd0c2166f9c9dc19b516be31ea370438eaa2aec2dc4af4dd584fc37e91f
ZOMBIE_VILLAGER|NITWIT|SWAMP|GRUMM: 6b82ceb4a8fda033380a9a0a8f65e3a64a4e8f7794331d3f2891faf2d8aaa641
ZOMBIE_VILLAGER|NONE|SWAMP|GRUMM: af4278f7db0536c2d1b09f4b0a810c142abe6092ad88084935efc47d4372be8f
ZOMBIE_VILLAGER|SHEPHERD|SWAMP|GRUMM: 514e547d2ebffd6c316ac3ee59a260e53af7ea353a87e24c0c2de4433ebce0f9
ZOMBIE_VILLAGER|TOOLSMITH|SWAMP|GRUMM: 9849116ab2e0219f80944b02b4a98a52f1d7907ddee340f758494056259d66b7
ZOMBIE_VILLAGER|WEAPONSMITH|SWAMP|GRUMM: 9bb4176a52aeb616cd9f164ced4f047483c74455b1375f88f8b916c2b15d366

ZOMBIE_VILLAGER|ARMORER|TAIGA|GRUMM: e5b7a81adbb3f2883ef0e1fe745619ac4dbac5acc3eedab336310c7528b6b03
ZOMBIE_VILLAGER|BUTCHER|TAIGA|GRUMM: d36654b791777cfc3c2fac8d848dbd11b9ebef8835832cfd9a5e57b1f3152c21
ZOMBIE_VILLAGER|CARTOGRAPHER|TAIGA|GRUMM: 420162ca301296e12f1800cbb9468579c3385c2d14927babf2b9e5c75ae69d17
ZOMBIE_VILLAGER|CLERIC|TAIGA|GRUMM: b7ece992e780a9a49136306e754e60d436b6cc6dc3df99c1dd568d228681abbd
ZOMBIE_VILLAGER|FARMER|TAIGA|GRUMM: 7d0564b781e719f97aa0ab1571ef573ea0c8ca56dcc5e46d87cb3421876bcc7d
ZOMBIE_VILLAGER|FISHERMAN|TAIGA|GRUMM: bf3d84ca32e51000f21a85ffabebb57e31f84268fb3427088401d2aa2389b65f
ZOMBIE_VILLAGER|FLETCHER|TAIGA|GRUMM: 2295a8cb976b80e0a7cc19aeea2a60592bac4c97a233472628a79075cea5a526
ZOMBIE_VILLAGER|LEATHERWORKER|TAIGA|GRUMM: 779ed1f8847d301066cf55aa4a250ed4753fb15fcdf82b5c3159fe1a874c25b9
ZOMBIE_VILLAGER|LIBRARIAN|TAIGA|GRUMM: 101499ee9f73fb5e9b362a34b73579a36c370a1bf29cf214736939334a35896e
ZOMBIE_VILLAGER|MASON|TAIGA|GRUMM: 7468003575d768c1c69eb7a1022b1860a19884d1537ff5c56bcda2bf9355f8b6
ZOMBIE_VILLAGER|NITWIT|TAIGA|GRUMM: 5234c321479ffe43561f5a4d917d9bca8d6cc06c711eb08e890e25998ee48450
ZOMBIE_VILLAGER|NONE|TAIGA|GRUMM: 744b17d14ae03c29554630ac776a70cf6ab0c7abdff6cda7890b0547dfe5b5af
ZOMBIE_VILLAGER|SHEPHERD|TAIGA|GRUMM: 69b56baf2f90ad875d0beaa0e65216f4ef565628c9132286c0bbab97579073cb
ZOMBIE_VILLAGER|TOOLSMITH|TAIGA|GRUMM: e89f6d375619e54018ba6f6f1352c62164c6756ccb7bea1f7cc86a0af8da1bf9
ZOMBIE_VILLAGER|WEAPONSMITH|TAIGA|GRUMM: e60e6cbae6a5f4c61fdbe6dd1c071dcb62f36cf96996b26eb638737da204cf0c

# Note: For Grumm-shulker head textures, you will need to download them here:
# https://github.com/EvModder/DropHeads/master/sideways-shulker-head-textures.txt
# You can do it automatically in config.yml by enabling sideways-shulker heads.
